Language;Code;Number of Responses;H Statistic;Modal Response;Modal Response Percentage;I don't know Response Percentage";Idiosyncratic Response Percentage;Familiarity
Malay;216;80;0,479042875;tukul;93,58974359;2,5;0;77,475
Malay;218;80;1,211245228;lampin;61,53846154;1,25;1,25;84,075
Malay;220;80;1,161905851;burung;76,92307692;1,25;1,25;77,9125
Malay;221;80;0,752121491;puting;90,4109589;7,5;1,25;76,9
Malay;222;80;0,28907946;lutut;94,93670886;0;1,25;87,1875
Malay;223;80;0;zip;100;0;0;87,5625
Malay;224;80;0,387743181;berus;92,40506329;1,25;0;82,4625
Malay;226;80;0,511639784;kereta api;88,60759494;0;1,25;86,0375
Malay;227;80;1,200153762;tembok;50,66666667;1,25;5;81,5875
Malay;228;80;2,507920033;tiada;65,85365854;33,75;15;49,625
Malay;232;80;2,567921909;unta;40,90909091;13,75;3,75;61,525
Malay;233;80;1,475419263;garam;62,02531646;0;1,25;84
Malay;234;80;1,154069263;pinggan;82,43243243;5;2,5;82,9875
Malay;235;80;0,503592679;jarum;91,25;0;0;86,9375
Malay;236;80;0,384311544;zirafah;92,5;0;0;85,05
Malay;238;80;1,168990635;puzzle;81,94444444;8,75;1,25;76,3625
Malay;239;80;1,589282969;wanita;66,21621622;5;2,5;81,7625
Malay;240;80;3,527408096;tiada;28,81355932;21,25;5;63,075
Malay;241;80;0,461881705;mata;92,30769231;0;2,5;87,3
Malay;242;80;0;posmen;100;1,25;3,75;84,775
Malay;244;80;1,040149812;mentol;75,64102564;0;2,5;85,8375
Malay;245;80;0,172036949;akar;97,43589744;1,25;1,25;84,6375
Malay;246;80;1,494285015;doktor gigi;67,08860759;1,25;0;84,9375
Malay;247;80;0,340373286;otak;93,67088608;1,25;0;86,975
Malay;248;80;1,901046952;kereta tarik / tiada;66,66666667;35;12,5;52,75
Malay;249;80;0,603843622;kentang;93,33333333;3,75;2,5;84,05
Malay;252;80;1,912158026;cicak;63,88888889;6,25;3,75;74,4875
Malay;253;80;1,735454729;koir;71,83098592;7,5;3,75;71,1375
Malay;254;80;1,095503113;penjual daging;81,33333333;5;1,25;77,275
Malay;255;80;1,518976427;penyodok;60,2739726;6,25;2,5;72,8375
Malay;258;80;0,754922866;roti;89,47368421;3,75;1,25;79,775
Malay;260;80;0,230709956;pulau;96,25;0;0;84,3625
Malay;261;80;0,998102133;lampu;52,56410256;1,25;1,25;83,1875
Malay;264;80;1,190280348;tapak tangan;51,25;0;0;86,5125
Malay;265;80;1,122954704;lanun;81,08108108;2,5;5;77,175
Malay;266;80;0,443458145;kasut tumit tinggi;90,78947368;1,25;3,75;82,4
Malay;267;80;1,53417889;simpulan;47,36842105;3,75;1,25;78,0375
Malay;268;80;0,172036949;katil;97,43589744;0;2,5;88,725
Malay;269;80;2,29138178;sesumpah;50;6,25;3,75;75,525
Malay;270;80;1,251514741;anak panah;65,82278481;1,25;0;80,925
Malay;271;80;0,232927855;arnab;96,20253165;1,25;0;84,7375
Malay;273;80;0;bas;100;0;0;87,675
Malay;275;80;3,152102891;tiada;52,27272727;28,75;16,25;55,575
Malay;277;80;0,740639134;rambut;87,34177215;0;1,25;83,0625
Malay;278;80;0,888775921;drum;83,33333333;2,5;0;74,5625
Malay;281;80;0,853944;delima;87,01298701;3,75;0;81,35
Malay;282;80;0,291818257;badak;94,87179487;1,25;1,25;82,2625
Malay;283;80;0,944738829;limosin;63,75;0;0;75,3875
Malay;285;80;0,73206669;lobak;79,48717949;0;2,5;87,0125
Malay;286;80;0,61890702;terowong;88,75;0;0;84,2
Malay;288;80;1,502435299;hutan;67,56756757;3,75;3,75;78,475
Malay;289;80;1,160784445;kuku;58,97435897;1,25;1,25;84,3125
Malay;290;80;0,286396957;sangkar;95;0;0;83,9625
Malay;291;80;1,958636814;picu;56,75675676;7,5;0;70,3875
Malay;292;80;0,135523134;kompas;100;2,5;0;81,6875
Malay;293;80;0;dinasaur;100;1,25;1,25;76,8125
Malay;294;80;1,429202606;tukang paip;67,14285714;8,75;3,75;74,9375
Malay;295;80;0,343519741;bendera;93,58974359;1,25;1,25;82,525
Malay;297;80;0,431804994;kapal terbang;91,13924051;0;1,25;84,2
Malay;299;80;1,237287543;burung unta;76,62337662;2,5;1,25;80,1625
Malay;301;80;0,707020501;pedang;90,78947368;3,75;1,25;81,0375
Malay;303;80;2,910654753;badut;40,98360656;15;8,75;62,5625
Malay;307;80;0,405760164;sayap;93,58974359;0;2,5;85,0875
Malay;308;80;0,431414856;dadu;94,80519481;2,5;1,25;84,15
Malay;309;80;0,428069629;aiskrim;91,25;0;0;87,9875
Malay;310;80;1,133340364;sampul;65,82278481;0;1,25;84,8125
Malay;311;80;0,862375947;pencukur;84,41558442;2,5;1,25;83,7625
Malay;312;80;0,28907946;bunga;94,93670886;1,25;0;80,7625
Malay;313;80;0,6789539;gunting rambut;82,05128205;0;2,5;84,975
Malay;314;80;1,17712457;minyak wangi;72;1,25;5;83,2375
Malay;315;80;1,247978847;UFO;76,31578947;2,5;2,5;73,775
Malay;317;80;0,230709956;askar;96,25;0;0;85,2375
Malay;318;80;0,184064408;daun;100;3,75;1,25;83,5625
Malay;319;80;0,401825855;lembu;93,67088608;0;1,25;88,325
Malay;320;80;1,084792054;gereja;77,33333333;1,25;5;79,6
Malay;323;80;0,875566553;burung hantu;81,01265823;1,25;0;83,7
Malay;324;80;0,384311544;ikan;92,5;0;0;84,725
Malay;326;80;0;tomato;100;1,25;0;87,05
Malay;327;80;0,985969027;helmet;56,96202532;1,25;0;83,0875
Malay;330;80;0,580387638;buaya;89,61038961;1,25;2,5;81,7375
Malay;335;80;1,134175667;mentega;80,28169014;7,5;3,75;77,2375
Malay;336;80;0,28907946;pembaris;94,93670886;1,25;0;87,2
Malay;337;80;2,122146799;raksasa;65,57377049;20;3,75;59,0125
Malay;338;80;0,232927855;hadiah;96,20253165;0;1,25;86,925
Malay;340;80;0,168660931;cermin;97,5;0;0;88,3125
Malay;341;80;1,131340059;alat menyelam;82,5;37,5;12,5;50,2875
Malay;342;80;1,482126587;malam;76,71232877;3,75;5;83,9625
Malay;343;80;0,291818257;botol;94,87179487;0;2,5;83,225
Malay;346;80;0,961360759;jaring;75,32467532;1,25;2,5;78,2375
Malay;348;80;1,003857759;lada;84,93150685;6,25;2,5;79,7125
Malay;349;80;0,343100308;kunci;94,87179487;1,25;1,25;84,7
Malay;350;80;0,401825855;bible;93,67088608;1,25;0;72,5125
Malay;351;80;0,340373286;rama-rama;93,67088608;0;1,25;85,2625
Malay;353;80;0;t-shirt;100;1,25;0;85,0625
Malay;354;80;0,232927855;kambing;96,20253165;0;1,25;86,425
Malay;357;80;0;gitar;100;1,25;2,5;82,5
Malay;358;80;0,230709956;kereta;96,25;0;0;88,2125
Malay;359;80;0,384311544;pisau;92,5;0;0;86,8
Malay;361;80;1,431260934;ikan lumba-lumba;53,84615385;2,5;0;81,1
Malay;362;80;0,286396957;kolam;95;0;0;88,075
Malay;363;80;0,28907946;kipas;94,93670886;1,25;0;86,95
Malay;365;80;0,712563725;landak;91,66666667;7,5;2,5;78,1375
Malay;367;80;1,999580281;lembing;60,29411765;8,75;6,25;74,1375
Malay;368;80;0,340373286;kipas;93,67088608;1,25;0;82,2625
Malay;369;80;0,310580973;periuk;97,4025974;2,5;1,25;85,8625
Malay;370;80;0,547990008;kala jengking;87,34177215;0;1,25;80,3125
Malay;373;80;2,027132089;kubis bunga;52,77777778;5;5;79,3625
Malay;376;80;1,064552905;pengukir;90,625;16,25;3,75;65,9125
Malay;378;80;1,068225317;udang galah;64,93506494;1,25;2,5;80,8375
Malay;379;80;1,193092851;kuda belang;48,75;0;0;82,65
Malay;380;80;0,575313334;gorila;91,02564103;1,25;1,25;78,45
Malay;381;80;0;strawberi;100;0;1,25;87,05
Malay;383;80;0,549515963;syiling;93,15068493;3,75;5;82,95
Malay;386;80;0;bom;100;0;1,25;79,2875
Malay;387;80;1,084572673;stapler;76,62337662;3,75;0;83,0375
Malay;388;80;0;beg;100;0;0;85,65
Malay;390;80;1,558986708;salji;50,63291139;1,25;0;83,7625
Malay;391;80;0,84057982;rantai;82,27848101;1,25;0;80,375
Malay;392;80;1,251330877;teko;77,63157895;2,5;2,5;83,975
Malay;397;80;2,643991059;bawang;56;32,5;5;53,35
Malay;398;80;0;stereng;100;1,25;1,25;82,15
Malay;399;80;1,366120004;penari;53,75;0;0;79,0375
Malay;400;80;0,902032389;itik;82,27848101;1,25;0;81,3875
Malay;404;80;1,362962038;pepatung;77,02702703;3,75;3,75;81,7625
Malay;405;80;0,698863539;sauh;93,93939394;10;7,5;73,875
Malay;407;80;0,405760164;gunung;93,58974359;0;2,5;84,9625
Malay;408;80;0,230709956;jari;96,25;0;0;86,475
Malay;409;80;1,875552863;tiada;89,74358974;43,75;7,5;43,775
Malay;410;80;2,236277812;kacang;58,62068966;20;7,5;64,35
Malay;411;80;0,428046437;penumbuk;96;3,75;2,5;83,4125
Malay;412;80;0,172036949;kilang;97,43589744;1,25;1,25;83,3
Malay;413;80;2,532185887;tatu;41,09589041;3,75;5;76,3
Malay;414;80;0;lampu;100;0;0;83,45
Malay;416;80;0,340373286;stoking;93,67088608;0;1,25;87,875
Malay;418;80;0,763412385;langsir;84,81012658;0;1,25;84,2375
Malay;420;80;1,732768158;takhta / kerusi;41,55844156;0;3,75;75,725
Malay;422;80;0,483531119;kapak;93,50649351;2,5;1,25;84,275
Malay;423;80;0,168660931;telur;97,5;0;0;86,9
Malay;425;80;0,412051906;tiada;100;61,25;5;32,85
Malay;426;80;0,168660931;sikat;97,5;0;0;87,25
Malay;428;80;0,387743181;ketam;92,40506329;1,25;0;86,9
Malay;430;80;0,286396957;burung;95;0;0;78,275
Malay;431;80;0,713309144;sarung tangan;84,81012658;1,25;0;81,8125
Malay;433;80;0,340373286;loceng;93,67088608;1,25;0;83,6
Malay;437;80;1,125222634;meriam;85,50724638;11,25;2,5;71,275
Malay;438;80;0,387743181;ibu jari;92,40506329;0;1,25;87,1
Malay;439;80;0,557081908;gunung berapi;87,01298701;0;3,75;81,675
Malay;441;80;1,305168162;sosej;83,33333333;27,5;5;59,9875
Malay;442;80;0,232927855;nanas;96,20253165;0;1,25;87,15
Malay;447;80;0,431804994;bintang;91,13924051;1,25;0;85,1875
Malay;448;80;1,558610068;balang;58,97435897;0;2,5;82,6625
Malay;449;80;0,511639784;bangku;88,60759494;0;1,25;86,075
Malay;451;80;0,431804994;raja;91,13924051;0;1,25;84,375
Malay;452;80;0,291818257;jam tangan;94,87179487;1,25;1,25;87,2125
Malay;453;80;0,286396957;gunting;95;0;0;87,3125
Malay;454;80;0,232927855;ayam;96,20253165;0;1,25;87,1
Malay;455;80;0,947219695;tapak kaki;75,94936709;0;1,25;87,4625
Malay;456;80;0,230709956;minyak masak;96,25;0;0;86,3125
Malay;457;80;1,641529141;piramid;81,03448276;18,75;8,75;65,0625
Malay;458;80;0,175565026;almari;97,36842105;1,25;3,75;87,15
Malay;461;80;0;pistol;100;1,25;2,5;79,4875
Malay;462;80;0,736024856;lalat;87,34177215;0;1,25;84,3875
Malay;463;80;2,061522894;empat segi;62,82051282;2,5;0;82,8875
Malay;464;80;0,658753439;pemadam;96,82539683;15;6,25;70,65
Malay;465;80;0,168660931;pisau;97,5;0;0;83,6
Malay;466;80;0,513072912;hakim;91,02564103;1,25;1,25;81,6
Malay;467;80;0,232927855;penyepit;96,20253165;1,25;0;81,9125
Malay;472;80;1,951611107;empat segi;64,38356164;6,25;2,5;81,95
Malay;473;80;1,217767117;lengan;55,69620253;1,25;0;85,7125
Malay;476;80;0;apron;100;1,25;1,25;85,45
Malay;477;80;0,84201991;avokado;87,83783784;3,75;3,75;78,45
Malay;478;80;0;sinki;100;0;1,25;86,775
Malay;479;80;0;kanggaru;100;1,25;1,25;82,75
Malay;480;80;0,906155021;rose;76,25;0;0;86,275
Malay;482;80;0,837051582;sampan;79,74683544;0;1,25;81,8875
Malay;484;80;0,286396957;tupai;95;0;0;86,1875
Malay;487;80;0,286396957;bakul;95;0;0;85,5625
Malay;488;80;0,387743181;matahari;92,40506329;0;1,25;87,0875
Malay;489;80;0;pizza;100;0;0;88,725
Malay;491;80;1,110473521;karpet;79,22077922;1,25;2,5;83,3875
Malay;493;80;1,260211595;skunk;83,33333333;11,25;6,25;72,3
Malay;494;80;0,230709956;misai;96,25;0;0;84,175
Malay;496;80;0,340373286;bulat;93,67088608;1,25;0;85,6875
Malay;497;80;0,235193382;keranda;96,15384615;1,25;1,25;80,4625
Malay;499;80;0,714596139;budak lelaki;91,89189189;5;2,5;83,275
Malay;500;80;0,168660931;tangga;97,5;0;0;86,85
Malay;501;80;0,935473279;perisai;90,90909091;12,5;5;73,1375
Malay;502;80;1,504609438;pengembala;77,14285714;6,25;6,25;75,4875
Malay;503;80;0,286396957;lidah;95;0;0;84,9
Malay;505;80;0,235193382;buku;96,15384615;1,25;1,25;87,9125
Malay;506;80;0,232927855;kilat;96,20253165;0;1,25;84,95
Malay;507;80;0,384311544;bayi;92,5;0;0;87,125
Malay;508;80;0,286396957;kotak;95;0;0;88,4875
Malay;509;80;0;telefon;100;0;3,75;83,4
Malay;510;80;0,230709956;muka;96,25;0;0;88,0875
Malay;513;80;0,810228522;bibir;83,33333333;0;2,5;86,8125
Malay;514;80;0,852506743;kapal selam;89,04109589;6,25;2,5;77,75
Malay;516;80;0;kalkulator;100;1,25;0;85,5875
Malay;517;80;0,170330576;tali;97,46835443;1,25;0;82,7375
Malay;521;80;1,418970923;musang;64,55696203;1,25;0;84,0625
Malay;522;80;0,343519741;rumah;93,58974359;0;2,5;86,4875
Malay;524;80;1,939317679;orang asli;51,72413793;25;2,5;61,125
Malay;528;80;1,334199055;angsa;55,69620253;0;1,25;83,0125
Malay;529;80;2,361640859;anjing laut;38,23529412;7,5;7,5;70,9
Malay;530;80;0,286396957;pagar;95;0;0;85,625
Malay;531;80;0,343519741;kura-kura;93,58974359;1,25;1,25;81,7375
Malay;532;80;0,337290067;badut;93,75;0;0;84,3375
Malay;533;80;0,681583911;jerung;88,46153846;0;2,5;81,55
Malay;535;80;0,28907946;lori;94,93670886;0;1,25;86,025
Malay;536;80;1,390905245;ranting;60;0;0;83,9
Malay;537;80;0,468995594;cap jari;90;0;0;86,825
Malay;539;80;0,51594693;angkasawan;88,46153846;0;2,5;81,6
Malay;540;80;0,619796034;rumah api;94,28571429;7,5;5;74,275
Malay;541;80;0,168660931;kasut;97,5;0;0;86,7125
Malay;544;80;0;doktor;100;0;0;87,0625
Malay;545;80;0,637202396;seluar dalam;89,74358974;1,25;1,25;86,8875
Malay;546;80;0,384311544;pintu;92,5;0;0;88
Malay;547;80;0,394814846;kelawar;92,20779221;1,25;2,5;83,1125
Malay;549;80;0,503592679;ular;91,25;0;0;80,05
Malay;551;80;0,431804994;labu;91,13924051;0;1,25;82,6875
Malay;552;80;0,468995594;epal;90;0;0;86,825
Malay;554;80;1,537715426;patung;75,36231884;12,5;1,25;69,6125
Malay;555;80;1,0022051;hidangan;85,91549296;2,5;8,75;77,025
Malay;557;80;0,950531393;serigala;82,89473684;2,5;2,5;80,9625
Malay;558;80;0,949305123;pemetik api;85,71428571;10;2,5;76,525
Malay;559;80;0,340373286;timun;93,67088608;0;1,25;85,65
Malay;560;80;0,168660931;tembikai;97,5;0;0;90,4125
Malay;561;80;1,261786009;ulat beluncas;61,25;0;0;83,0375
Malay;562;80;0,935368981;pembakar roti;77,92207792;0;3,75;85,875
Malay;563;80;0,69201552;burung;94,44444444;8,75;1,25;70,1
Malay;564;80;0,340373286;sudu;93,67088608;1,25;0;87,75
Malay;565;80;0,286396957;loceng;95;0;0;84,325
Malay;566;80;1,602839431;violin;53,94736842;2,5;2,5;78,2875
Malay;568;80;1,503253167;istana;75;5;5;73,0125
Malay;569;80;0,534168236;gigi;94,73684211;3,75;1,25;83,6625
Malay;570;80;1,678417867;kerbau;64,1025641;2,5;0;81,525
Malay;571;80;0,522095492;magnet;95,77464789;6,25;5;79,0125
Malay;572;80;2,694979562;tiada;56,52173913;32,5;10;53,3125
Malay;573;80;0,483362908;terung;94,80519481;2,5;1,25;82,95
Malay;575;80;0,398459274;paruh;92,10526316;1,25;3,75;79,75
Malay;576;80;0,609840305;sarung tangan;85;0;0;81,9
Malay;577;80;1,034382311;ais;71,05263158;1,25;3,75;75,1875
Malay;578;80;1,159524655;kening;67,94871795;1,25;1,25;86,8125
Malay;579;80;0,170330576;gajah;97,46835443;0;1,25;85,0875
Malay;581;80;1,836964403;asparagus;74,54545455;27,5;3,75;58,4125
Malay;582;80;0,722684715;makmal;89,18918919;2,5;5;82,1875
Malay;584;80;0,28907946;katak;94,93670886;0;1,25;82,825
Malay;585;80;0,598701057;semut;88,60759494;1,25;0;83,9125
Malay;586;80;0,709035893;seterika;89,47368421;5;0;83,9875
Malay;587;80;0,343519741;jagung;93,58974359;1,25;1,25;86,6125
Malay;588;80;0,467829186;gelang;96;5;1,25;79,525
Malay;590;80;0,286396957;penyapu;95;0;0;87,475
Malay;591;80;1,29539984;tuala;78,20512821;2,5;0;82,8125
Malay;592;80;1,96760814;salad;49,35064935;1,25;2,5;80,2375
Malay;593;80;0;coklat;100;0;0;88,95
Malay;594;80;1,405246093;jarum;62,33766234;2,5;1,25;79,4
Malay;595;80;2,330316241;kiub;36,84210526;0;5;80,9125
Malay;597;80;1,099301807;tingkap;75,67567568;2,5;5;81,2875
Malay;599;80;0,483531119;awan;93,50649351;2,5;1,25;83,625
Malay;601;80;0,267222007;koala;100;6,25;3,75;79,7
Malay;603;80;0,170330576;kubur;97,46835443;1,25;0;81,0375
Malay;605;80;1,865113461;tiada;59,57446809;35;6,25;46,175
Malay;606;80;0,286396957;kucing;95;0;0;89,6125
Malay;607;80;1,223692081;baju;81,08108108;3,75;3,75;80,5375
Malay;609;80;0,624274101;kotak pensel;84,41558442;0;3,75;82,775
Malay;610;80;0,168660931;madu;97,5;0;0;86,5375
Malay;611;80;1,039655634;pokok;70,51282051;1,25;1,25;82,9125
Malay;612;80;0,232927855;katak;96,20253165;0;1,25;85,2875
Malay;614;80;0,780118257;permaisuri;84,41558442;1,25;2,5;83,2625
Malay;616;80;0,613687228;biskut;96,92307692;12,5;6,25;71,325
Malay;617;80;0,51594693;lapangan terbang;88,46153846;0;2,5;86,2375
Malay;619;80;0,742638563;sabun;92;6,25;0;81
Malay;621;80;0,774788327;kereta kebal;89,47368421;3,75;1,25;80,75
Malay;623;80;1,97458675;penjara;68,11594203;8,75;5;70,775
Malay;624;80;0,534202842;keldai;90,78947368;1,25;3,75;80,3375
Malay;625;80;2,245718548;papan luncur;54;32,5;5;50,1125
Malay;626;80;0;piano;100;0;0;83,2
Malay;627;80;0,569646907;sosej;89,87341772;1,25;0;86,15
Malay;628;80;1,621260625;skaf;45,94594595;3,75;3,75;74,1375
Malay;633;80;1,17652368;corong;83,33333333;12,5;5;71,75
Malay;634;80;1,472303885;bom;61,33333333;2,5;3,75;74,175
Malay;636;80;0,232927855;biri-biri;96,20253165;1,25;0;84,05
Malay;637;80;0,507410964;beruang;88,75;0;0;81,3375
Malay;640;80;0;kaktus;100;0;0;85,9625
Malay;644;80;2,293521511;kot;39,18918919;3,75;3,75;75,9375
Malay;645;80;0;senapang;100;1,25;5;81,7375
Malay;649;80;0;ambulans;100;0;0;86,4625
Malay;650;80;0,806703186;span;94,11764706;13,75;1,25;69,025
Malay;651;80;2,89593872;bubur / sup;27,53623188;12,5;1,25;69,6625
Malay;652;80;1,923481826;roda feris;57,57575758;13,75;3,75;72,5375
Malay;653;80;0,340373286;payung;93,67088608;1,25;0;87,2875
Malay;654;80;0;pensel;100;0;0;87,625
Malay;656;80;0,185754248;bateri;100;3,75;2,5;82,6625
Malay;657;80;0,934068055;pingat;65;0;0;86,25
Malay;659;80;0;radio;100;0;1,25;85,575
Malay;661;80;0,661059448;laci;90,78947368;2,5;2,5;84,3125
Malay;662;80;2,973917225;burung;36,50793651;17,5;3,75;59,6875
Malay;663;80;0,385561119;tiang;95,94594595;2,5;5;78
Malay;666;80;0;kopi;100;0;1,25;86,1375
Malay;668;80;0,5655143;ayam;89,61038961;1,25;2,5;85,15
Malay;669;80;0,726962581;juruterbang;79,74683544;1,25;0;83,2
Malay;671;80;2,845165618;tiada;69,04761905;36,25;11,25;52,2375
Malay;672;80;0,674572647;lebah;91,78082192;3,75;5;83,375
Malay;673;80;0,337290067;garfu;93,75;0;0;87,7
Malay;675;80;0,926643443;kincir angin;89,23076923;13,75;5;66,4875
Malay;676;80;0;tongkat;100;1,25;0;85,1625
Malay;677;80;0,235193382;peta;96,15384615;0;2,5;84,175
Malay;678;80;1,872521915;tanduk;58,82352941;10;5;73,225
Malay;680;80;0,797158138;busur;91,89189189;6,25;1,25;76,225
Malay;681;80;0,339712371;roket;94,93670886;0;1,25;85,2375
Malay;682;80;0;penguin;100;1,25;0;82,675
Malay;683;80;3,765303138;tiada;29,31034483;21,25;6,25;59,1625
Malay;687;80;0,598701057;baju kameja;88,60759494;1,25;0;86,5
Malay;689;80;0,168660931;akuarium;97,5;0;0;84,975
Malay;690;80;0,340373286;topi;93,67088608;0;1,25;85,625
Malay;691;80;0,928609477;lelaki;78,37837838;0;7,5;84,05
Malay;692;80;0,401825855;ceri;93,67088608;0;1,25;84,3
Malay;693;80;0,232927855;pokok;96,20253165;1,25;0;85,425
Malay;694;80;0,818583404;pelukan;88,31168831;3,75;0;81,8375
Malay;697;80;3,21381491;pic;26,31578947;17,5;11,25;62,575
Malay;698;80;1,076320367;anting-anting;71,79487179;1,25;1,25;82,7625
Malay;699;80;1,154393032;teleskop;77,92207792;2,5;1,25;79,55
Malay;700;80;1,14351589;jerawat;72,72727273;2,5;1,25;85,1625
Malay;701;80;0,898678876;kedutan;87,32394366;5;6,25;76,7125
Malay;702;80;0,440922397;pemadam api;95,83333333;3,75;6,25;80,6
Malay;707;80;0,232927855;anjing;96,20253165;1,25;0;85,525
Malay;708;80;2,12225861;monyet;32,91139241;0;1,25;82,3625
Malay;709;80;0,428069629;perenang;91,25;0;0;83,6625
Malay;710;80;0;doktor;100;1,25;1,25;85,8
Malay;711;80;0,488113949;mesin rumput;93,42105263;2,5;2,5;80,175
Malay;715;80;2,221560229;snuker;42,85714286;11,25;1,25;69,1625
Malay;717;80;1,048688952;tiada;94,87179487;46,25;5;39,675
Malay;718;80;0;seluar;100;0;2,5;88,7875
Malay;720;80;0,337290067;layang-layang;93,75;0;0;85,6625
Malay;724;80;0,683385542;paus;85,8974359;1,25;1,25;79,55
Malay;726;80;0,428069629;pelayan;91,25;0;0;84,1625
Malay;727;80;1,356940957;getah paip;56,57894737;2,5;2,5;80,775
Malay;729;80;2,328727875;patung;32,8358209;8,75;7,5;73,4625
Malay;730;80;0,401825855;dapur;93,67088608;1,25;0;87,475
Malay;732;80;0,42734139;bola;94,87179487;2,5;0;83,5
Malay;733;80;0,428069629;cermin mata;91,25;0;0;87,775
Malay;734;80;0,428069629;mesin basuh;91,25;0;0;85,2375
Malay;736;80;0,685410886;ahli sihir;90,4109589;5;3,75;72,8625
Malay;740;80;0,397974479;pemancing;93,75;0;0;82,1
Malay;741;80;0,453183732;gula-gula;92,5;0;0;87,1875
Malay;743;80;0,801004261;orang-orang;87,17948718;2,5;0;80,7875
Malay;745;80;0,370716516;perigi;96,15384615;2,5;0;81,725
Malay;746;80;0,223575132;pin boling;100;5;0;75,35
Malay;747;80;0,511639784;tab mandi;88,60759494;1,25;0;80,125
Malay English;1;80;1,375987823;mouse;58,44155844;0;3,75;85,875
Malay English;4;80;1,230150032;church;62,31884058;6,25;7,5;76,9375
Malay English;5;80;1,204606572;shoulder;80,51948052;2,5;1,25;84,025
Malay English;6;80;1,021812881;chin;82,43243243;2,5;5;86,2625
Malay English;7;80;0,173781323;fairy;97,4025974;1,25;2,5;83,825
Malay English;8;80;0,409780208;leg;93,50649351;0;3,75;87,0375
Malay English;9;80;0,582246305;shower;86,07594937;0;1,25;87,8625
Malay English;11;80;0,439496987;burger;90,90909091;0;3,75;91,575
Malay English;12;80;0;mermaid;100;1,25;2,5;86,9875
Malay English;14;80;0,727349894;bathrobe;90,27777778;6,25;3,75;83,9625
Malay English;15;80;0;lion;100;0;2,5;89,5375
Malay English;16;80;0,820328482;hunter;81,81818182;0;3,75;81,5375
Malay English;17;80;1,250204985;devil;66,66666667;1,25;1,25;85,625
Malay English;19;80;0,845106415;turkey;80,76923077;1,25;1,25;83,8625
Malay English;20;80;0;skeleton;100;0;6,25;88,6875
Malay English;21;80;1,511766463;boxer;64,47368421;2,5;2,5;84,6625
Malay English;23;80;0,235193382;bicycle;96,15384615;1,25;1,25;89,2875
Malay English;24;80;0,53656263;bone;92,10526316;2,5;2,5;84,6375
Malay English;26;80;0,170330576;onion;97,46835443;0;1,25;89,0125
Malay English;28;80;0,320052104;microscope;97,2972973;2,5;5;88,6375
Malay English;29;80;0,729367167;cowboy;91,78082192;3,75;5;81,1125
Malay English;30;80;1,008897098;farm;84,28571429;2,5;10;84,1875
Malay English;32;80;0,173781323;crown;97,4025974;1,25;2,5;84,35
Malay English;35;80;0,168660931;ear;97,5;0;0;91,525
Malay English;38;80;0;spider;100;1,25;3,75;88,4
Malay English;39;80;0,366735426;pocket;97,2972973;3,75;3,75;86,65
Malay English;42;80;0,291818257;pear;94,87179487;0;2,5;89,975
Malay English;43;80;0,963167245;comb;61,25;0;0;87,56790123
Malay English;46;80;0;screwdriver;100;1,25;1,25;86,7125
Malay English;47;80;0,177389453;desert;97,33333333;1,25;5;84,7125
Malay English;48;80;1,117652831;firefighter;58,66666667;2,5;3,75;84,775
Malay English;52;80;0,139435165;saw;100;2,5;3,75;83,825
Malay English;53;80;0;bag;100;0;2,5;87,9
Malay English;55;80;0;shadow;100;1,25;1,25;86,575
Malay English;56;80;0;elbow;100;0;3,75;90,45
Malay English;57;80;0,173781323;stamp;97,4025974;1,25;2,5;83,45
Malay English;61;80;0,675283548;newspaper;91,89189189;2,5;5;85,3
Malay English;62;80;1,744285836;bee;43,42105263;1,25;3,75;80,7625
Malay English;63;80;1,03148899;balcony;83,11688312;2,5;1,25;82,225
Malay English;64;80;0;button;100;1,25;1,25;88,1875
Malay English;66;80;0,366735426;roof;97,2972973;3,75;3,75;85,175
Malay English;67;80;1,112072081;sofa;64,55696203;0;1,25;89,0625
Malay English;68;80;0;candle;100;1,25;2,5;88,45
Malay English;69;80;0;banana;100;1,25;1,25;90,025
Malay English;70;80;1,232556937;orchestra;68,91891892;0;7,5;82,8125
Malay English;71;80;0,350010593;trophy;93,42105263;0;5;85,825
Malay English;72;80;0,967788463;Cheese;60,52631579;0;5;88,175
Malay English;73;80;0;waves;100;1,25;3,75;86,975
Malay English;74;80;0,820236274;tractor;85,91549296;5;6,25;79,6125
Malay English;75;80;0;balloon;100;0;1,25;90,6875
Malay English;76;80;0;brocolli;100;0;3,75;89,4625
Malay English;77;80;0,139435165;camel;100;2,5;3,75;83,325
Malay English;78;80;0;key;100;0;0;91,8625
Malay English;79;80;0;keyboard;100;0;0;90,175
Malay English;80;80;0;helicopter;100;0;2,5;87,6375
Malay English;81;80;0,381727354;meat;96;2,5;3,75;85,425
Malay English;82;80;1,289022194;park;54,79452055;1,25;7,5;83,5125
Malay English;83;80;0,922406262;heart;66,25;0;0;90,2375
Malay English;84;80;0,391243564;mask;92,30769231;0;2,5;85,1375
Malay English;85;80;0,173781323;diamond;97,4025974;0;3,75;88,225
Malay English;86;80;1,042369553;river;81,01265823;0;1,25;85,2625
Malay English;87;80;0;robot;100;0;2,5;87,45
Malay English;88;80;2,198729582;stick;39,0625;15;5;72,0125
Malay English;90;80;1,136249469;moon;53,75;0;0;90,4125
